Dataset Name,Activity Type,Emission Resource
Exiobase 2019,Capital Goods / CAPEX,Post and telecommunication services 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Waste water treatment, other"
Exiobase 2019,Top-Down,"Waste water treatment, other"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Waste water treatment, other"
Exiobase 2019,5.2 - Business loans and unlisted equity,Steam and hot water supply
Exiobase 2019,Top-Down,Steam and hot water supply
Exiobase 2019,5.1 - Listed equity and corporate bonds,Steam and hot water supply
Exiobase 2019,Purchased Goods and Services,Meat products nec
Exiobase 2019,Capital Goods / CAPEX,Meat products nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing vegetable oils and fats
Exiobase 2019,Top-Down,Processing vegetable oils and fats
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing vegetable oils and fats
Exiobase 2019,Purchased Goods and Services,Electricity by hydro
Exiobase 2019,Capital Goods / CAPEX,Electricity by hydro
Exiobase 2019,Purchased Goods and Services,Oxygen Steel Furnace Gas
Exiobase 2019,Capital Goods / CAPEX,Oxygen Steel Furnace Gas
Exiobase 2019,Purchased Goods and Services,Electricity by hydro
Exiobase 2019,Capital Goods / CAPEX,Electricity by hydro
Exiobase 2019,5.2 - Business loans and unlisted equity,"Lead, zinc and tin production"
Exiobase 2019,Top-Down,"Lead, zinc and tin production"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Lead, zinc and tin production"
Exiobase 2019,Purchased Goods and Services,Renting services of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Capital Goods / CAPEX,Renting services of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Purchased Goods and Services,Basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Capital Goods / CAPEX,Basic iron and steel and of ferro-alloys and first products thereof
Exiobase 2019,Purchased Goods and Services,Aviation Gasoline
Exiobase 2019,Capital Goods / CAPEX,Aviation Gasoline
Exiobase 2019,5.2 - Business loans and unlisted equity,Incineration of waste: Plastic
Exiobase 2019,Top-Down,Incineration of waste: Plastic
Exiobase 2019,5.1 - Listed equity and corporate bonds,Incineration of waste: Plastic
Exiobase 2019,Purchased Goods and Services,Construction work 
Exiobase 2019,Capital Goods / CAPEX,Construction work 
Exiobase 2019,Purchased Goods and Services,Biogasoline
Exiobase 2019,Capital Goods / CAPEX,Biogasoline
Exiobase 2019,Purchased Goods and Services,Electricity by hydro
Exiobase 2019,Capital Goods / CAPEX,Electricity by hydro
Exiobase 2019,Purchased Goods and Services,"Plastics, basic"
Exiobase 2019,Capital Goods / CAPEX,"Plastics, basic"
Exiobase 2019,Purchased Goods and Services,BKB/Peat Briquettes
Exiobase 2019,Capital Goods / CAPEX,BKB/Peat Briquettes
Exiobase 2019,Purchased Goods and Services,Electricity nec
Exiobase 2019,Capital Goods / CAPEX,Electricity nec
Exiobase 2019,Purchased Goods and Services,Real estate services 
Exiobase 2019,Capital Goods / CAPEX,Real estate services 
Exiobase 2019,Purchased Goods and Services,Biodiesels
Exiobase 2019,Capital Goods / CAPEX,Biodiesels
Exiobase 2019,5.2 - Business loans and unlisted equity,Transmission of electricity
Exiobase 2019,Top-Down,Transmission of electricity
Exiobase 2019,5.1 - Listed equity and corporate bonds,Transmission of electricity
Exiobase 2019,Purchased Goods and Services,Real estate services 
Exiobase 2019,Capital Goods / CAPEX,Real estate services 
Exiobase 2019,5.2 - Business loans and unlisted equity,Sugar refining
Exiobase 2019,Top-Down,Sugar refining
Exiobase 2019,5.1 - Listed equity and corporate bonds,Sugar refining
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of other transport equipment 
Exiobase 2019,Top-Down,Manufacture of other transport equipment 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of other transport equipment 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Cultivation of vegetables, fruit, nuts"
Exiobase 2019,Top-Down,"Cultivation of vegetables, fruit, nuts"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Cultivation of vegetables, fruit, nuts"
Exiobase 2019,5.2 - Business loans and unlisted equity,"Mining of lead, zinc and tin ores and concentrates"
Exiobase 2019,Top-Down,"Mining of lead, zinc and tin ores and concentrates"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Mining of lead, zinc and tin ores and concentrates"
Exiobase 2019,Purchased Goods and Services,Meat animals nec
Exiobase 2019,Capital Goods / CAPEX,Meat animals nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Sugar refining
Exiobase 2019,Top-Down,Sugar refining
Exiobase 2019,5.1 - Listed equity and corporate bonds,Sugar refining
Exiobase 2019,5.2 - Business loans and unlisted equity,Production of electricity by hydro
Exiobase 2019,Top-Down,Production of electricity by hydro
Exiobase 2019,5.1 - Listed equity and corporate bonds,Production of electricity by hydro
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing of dairy products
Exiobase 2019,Top-Down,Processing of dairy products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing of dairy products
Exiobase 2019,Purchased Goods and Services,Non-specified Petroleum Products
Exiobase 2019,Capital Goods / CAPEX,Non-specified Petroleum Products
Exiobase 2019,Purchased Goods and Services,Paper and paper products
Exiobase 2019,Capital Goods / CAPEX,Paper and paper products
Exiobase 2019,Purchased Goods and Services,Distribution services of gaseous fuels through mains
Exiobase 2019,Capital Goods / CAPEX,Distribution services of gaseous fuels through mains
Exiobase 2019,5.2 - Business loans and unlisted equity,"Waste water treatment, other"
Exiobase 2019,Top-Down,"Waste water treatment, other"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Waste water treatment, other"
Exiobase 2019,Purchased Goods and Services,"Fabricated metal products, except machinery and equipment "
Exiobase 2019,Capital Goods / CAPEX,"Fabricated metal products, except machinery and equipment "
Exiobase 2019,5.2 - Business loans and unlisted equity,Chemicals nec
Exiobase 2019,Top-Down,Chemicals nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Chemicals nec
Exiobase 2019,Purchased Goods and Services,Beverages
Exiobase 2019,Capital Goods / CAPEX,Beverages
Exiobase 2019,Purchased Goods and Services,Distribution services of gaseous fuels through mains
Exiobase 2019,Capital Goods / CAPEX,Distribution services of gaseous fuels through mains
Exiobase 2019,Purchased Goods and Services,Petroleum Coke
Exiobase 2019,Capital Goods / CAPEX,Petroleum Coke
Exiobase 2019,Purchased Goods and Services,Beverages
Exiobase 2019,Capital Goods / CAPEX,Beverages
Exiobase 2019,5.2 - Business loans and unlisted equity,Recycling of bottles by direct reuse
Exiobase 2019,Top-Down,Recycling of bottles by direct reuse
Exiobase 2019,5.1 - Listed equity and corporate bonds,Recycling of bottles by direct reuse
Exiobase 2019,5.2 - Business loans and unlisted equity,"Cultivation of vegetables, fruit, nuts"
Exiobase 2019,Top-Down,"Cultivation of vegetables, fruit, nuts"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Cultivation of vegetables, fruit, nuts"
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Textiles
Exiobase 2019,Top-Down,Landfill of waste: Textiles
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Textiles
Exiobase 2019,Purchased Goods and Services,Leather and leather products 
Exiobase 2019,Capital Goods / CAPEX,Leather and leather products 
Exiobase 2019,Purchased Goods and Services,"Bricks, tiles and construction products, in baked clay"
Exiobase 2019,Capital Goods / CAPEX,"Bricks, tiles and construction products, in baked clay"
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Plastic
Exiobase 2019,Top-Down,Landfill of waste: Plastic
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Plastic
Exiobase 2019,Purchased Goods and Services,Cereal grains nec
Exiobase 2019,Capital Goods / CAPEX,Cereal grains nec
Exiobase 2019,Purchased Goods and Services,Food products nec
Exiobase 2019,Capital Goods / CAPEX,Food products nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Meat animals nec
Exiobase 2019,Top-Down,Meat animals nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Meat animals nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Incineration of waste: Wood
Exiobase 2019,Top-Down,Incineration of waste: Wood
Exiobase 2019,5.1 - Listed equity and corporate bonds,Incineration of waste: Wood
Exiobase 2019,5.2 - Business loans and unlisted equity,Other land transport
Exiobase 2019,Top-Down,Other land transport
Exiobase 2019,5.1 - Listed equity and corporate bonds,Other land transport
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of medical, precision and optical instruments, watches and clocks "
Exiobase 2019,Top-Down,"Manufacture of medical, precision and optical instruments, watches and clocks "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of medical, precision and optical instruments, watches and clocks "
Exiobase 2019,Purchased Goods and Services,Patent Fuel
Exiobase 2019,Capital Goods / CAPEX,Patent Fuel
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of cement, lime and plaster"
Exiobase 2019,Top-Down,"Manufacture of cement, lime and plaster"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of cement, lime and plaster"
Exiobase 2019,5.2 - Business loans and unlisted equity,Air transport 
Exiobase 2019,Top-Down,Air transport 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Air transport 
Exiobase 2019,Purchased Goods and Services,N-fertiliser
Exiobase 2019,Capital Goods / CAPEX,N-fertiliser
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,Top-Down,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,Purchased Goods and Services,Pigs
Exiobase 2019,Capital Goods / CAPEX,Pigs
Exiobase 2019,Purchased Goods and Services,Heavy Fuel Oil
Exiobase 2019,Capital Goods / CAPEX,Heavy Fuel Oil
Exiobase 2019,Purchased Goods and Services,Retail trade services of motor fuel
Exiobase 2019,Capital Goods / CAPEX,Retail trade services of motor fuel
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary construction material into aggregates
Exiobase 2019,Top-Down,Re-processing of secondary construction material into aggregates
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary construction material into aggregates
Exiobase 2019,Purchased Goods and Services,Plastic waste for treatment: landfill
Exiobase 2019,Capital Goods / CAPEX,Plastic waste for treatment: landfill
Exiobase 2019,Purchased Goods and Services,Wearing apparel; furs 
Exiobase 2019,Capital Goods / CAPEX,Wearing apparel; furs 
Exiobase 2019,5.2 - Business loans and unlisted equity,Pulp
Exiobase 2019,Top-Down,Pulp
Exiobase 2019,5.1 - Listed equity and corporate bonds,Pulp
Exiobase 2019,Purchased Goods and Services,Non-specified Petroleum Products
Exiobase 2019,Capital Goods / CAPEX,Non-specified Petroleum Products
Exiobase 2019,Purchased Goods and Services,Paper waste for treatment: biogasification and land application
Exiobase 2019,Capital Goods / CAPEX,Paper waste for treatment: biogasification and land application
Exiobase 2019,5.2 - Business loans and unlisted equity,Incineration of waste: Food
Exiobase 2019,Top-Down,Incineration of waste: Food
Exiobase 2019,5.1 - Listed equity and corporate bonds,Incineration of waste: Food
Exiobase 2019,Purchased Goods and Services,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
Exiobase 2019,Capital Goods / CAPEX,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,Top-Down,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of motor vehicles, trailers and semi-trailers "
Exiobase 2019,Purchased Goods and Services,Blast Furnace Gas
Exiobase 2019,Capital Goods / CAPEX,Blast Furnace Gas
Exiobase 2019,Purchased Goods and Services,Refinery Feedstocks
Exiobase 2019,Capital Goods / CAPEX,Refinery Feedstocks
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of iron ores
Exiobase 2019,Top-Down,Mining of iron ores
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of iron ores
Exiobase 2019,Purchased Goods and Services,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,Capital Goods / CAPEX,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,Purchased Goods and Services,"Wool, silk-worm cocoons"
Exiobase 2019,Capital Goods / CAPEX,"Wool, silk-worm cocoons"
Exiobase 2019,Purchased Goods and Services,Pigs
Exiobase 2019,Capital Goods / CAPEX,Pigs
Exiobase 2019,5.2 - Business loans and unlisted equity,Cattle farming
Exiobase 2019,Top-Down,Cattle farming
Exiobase 2019,5.1 - Listed equity and corporate bonds,Cattle farming
Exiobase 2019,Purchased Goods and Services,Iron ores
Exiobase 2019,Capital Goods / CAPEX,Iron ores
Exiobase 2019,5.2 - Business loans and unlisted equity,Activities of membership organisation n.e.c. 
Exiobase 2019,Top-Down,Activities of membership organisation n.e.c. 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Activities of membership organisation n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,Top-Down,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary paper into new pulp
Exiobase 2019,Top-Down,Re-processing of secondary paper into new pulp
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary paper into new pulp
Exiobase 2019,5.2 - Business loans and unlisted equity,Aluminium production
Exiobase 2019,Top-Down,Aluminium production
Exiobase 2019,5.1 - Listed equity and corporate bonds,Aluminium production
Exiobase 2019,Purchased Goods and Services,Other transport equipment 
Exiobase 2019,Capital Goods / CAPEX,Other transport equipment 
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of bricks, tiles and construction products, in baked clay"
Exiobase 2019,Top-Down,"Manufacture of bricks, tiles and construction products, in baked clay"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of bricks, tiles and construction products, in baked clay"
Exiobase 2019,Purchased Goods and Services,Fish and other fishing products; services incidental of fishing 
Exiobase 2019,Capital Goods / CAPEX,Fish and other fishing products; services incidental of fishing 
Exiobase 2019,Purchased Goods and Services,"Collected and purified water, distribution services of water "
Exiobase 2019,Capital Goods / CAPEX,"Collected and purified water, distribution services of water "
Exiobase 2019,Purchased Goods and Services,Food products nec
Exiobase 2019,Capital Goods / CAPEX,Food products nec
Exiobase 2019,5.2 - Business loans and unlisted equity,"Lead, zinc and tin production"
Exiobase 2019,Top-Down,"Lead, zinc and tin production"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Lead, zinc and tin production"
Exiobase 2019,Purchased Goods and Services,Other non-ferrous metal ores and concentrates
Exiobase 2019,Capital Goods / CAPEX,Other non-ferrous metal ores and concentrates
Exiobase 2019,Purchased Goods and Services,Oxygen Steel Furnace Gas
Exiobase 2019,Capital Goods / CAPEX,Oxygen Steel Furnace Gas
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of other non-ferrous metal ores and concentrates
Exiobase 2019,Top-Down,Mining of other non-ferrous metal ores and concentrates
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of other non-ferrous metal ores and concentrates
Exiobase 2019,5.2 - Business loans and unlisted equity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear "
Exiobase 2019,Top-Down,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear "
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of office machinery and computers 
Exiobase 2019,Top-Down,Manufacture of office machinery and computers 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of office machinery and computers 
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of copper ores and concentrates
Exiobase 2019,Top-Down,Mining of copper ores and concentrates
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of copper ores and concentrates
Exiobase 2019,Purchased Goods and Services,Other land transportation services
Exiobase 2019,Employee Commuting,Other land transportation services
Exiobase 2019,Upstream Transportation and Distribution,Other land transportation services
Exiobase 2019,Capital Goods / CAPEX,Other land transportation services
Exiobase 2019,Downstream Transportation and Distribution,Other land transportation services
Exiobase 2019,Business Travel,Other land transportation services
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of tobacco products 
Exiobase 2019,Top-Down,Manufacture of tobacco products 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of tobacco products 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,Top-Down,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of other non-metallic mineral products n.e.c.
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Wood
Exiobase 2019,Top-Down,Landfill of waste: Wood
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Wood
Exiobase 2019,Purchased Goods and Services,Electricity by coal
Exiobase 2019,Capital Goods / CAPEX,Electricity by coal
Exiobase 2019,Purchased Goods and Services,"Vegetables, fruit, nuts"
Exiobase 2019,Capital Goods / CAPEX,"Vegetables, fruit, nuts"
Exiobase 2019,Purchased Goods and Services,Membership organisation services n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Membership organisation services n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Top-Down,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Renting of machinery and equipment without operator and of personal and household goods 
Exiobase 2019,Purchased Goods and Services,Research and development services 
Exiobase 2019,Capital Goods / CAPEX,Research and development services 
Exiobase 2019,Purchased Goods and Services,Electricity by biomass and waste
Exiobase 2019,Capital Goods / CAPEX,Electricity by biomass and waste
Exiobase 2019,5.2 - Business loans and unlisted equity,Re-processing of secondary aluminium into new aluminium
Exiobase 2019,Top-Down,Re-processing of secondary aluminium into new aluminium
Exiobase 2019,5.1 - Listed equity and corporate bonds,Re-processing of secondary aluminium into new aluminium
Exiobase 2019,Purchased Goods and Services,Plant-based fibers
Exiobase 2019,Capital Goods / CAPEX,Plant-based fibers
Exiobase 2019,Purchased Goods and Services,Other Bituminous Coal
Exiobase 2019,Capital Goods / CAPEX,Other Bituminous Coal
Exiobase 2019,5.2 - Business loans and unlisted equity,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,Top-Down,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Manufacture of fabricated metal products, except machinery and equipment "
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,Top-Down,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,Purchased Goods and Services,Food products nec
Exiobase 2019,Capital Goods / CAPEX,Food products nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing vegetable oils and fats
Exiobase 2019,Top-Down,Processing vegetable oils and fats
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing vegetable oils and fats
Exiobase 2019,5.2 - Business loans and unlisted equity,Mining of aluminium ores and concentrates
Exiobase 2019,Top-Down,Mining of aluminium ores and concentrates
Exiobase 2019,5.1 - Listed equity and corporate bonds,Mining of aluminium ores and concentrates
Exiobase 2019,Purchased Goods and Services,Meat animals nec
Exiobase 2019,Capital Goods / CAPEX,Meat animals nec
Exiobase 2019,Purchased Goods and Services,Animal products nec
Exiobase 2019,Capital Goods / CAPEX,Animal products nec
Exiobase 2019,Purchased Goods and Services,Inland water transportation services
Exiobase 2019,Employee Commuting,Inland water transportation services
Exiobase 2019,Upstream Transportation and Distribution,Inland water transportation services
Exiobase 2019,Capital Goods / CAPEX,Inland water transportation services
Exiobase 2019,Downstream Transportation and Distribution,Inland water transportation services
Exiobase 2019,Business Travel,Inland water transportation services
Exiobase 2019,5.2 - Business loans and unlisted equity,Cultivation of wheat
Exiobase 2019,Top-Down,Cultivation of wheat
Exiobase 2019,5.1 - Listed equity and corporate bonds,Cultivation of wheat
Exiobase 2019,Purchased Goods and Services,Peat
Exiobase 2019,Capital Goods / CAPEX,Peat
Exiobase 2019,Purchased Goods and Services,Machinery and equipment n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Machinery and equipment n.e.c. 
Exiobase 2019,5.2 - Business loans and unlisted equity,Construction 
Exiobase 2019,Top-Down,Construction 
Exiobase 2019,5.1 - Listed equity and corporate bonds,Construction 
Exiobase 2019,Purchased Goods and Services,Research and development services 
Exiobase 2019,Capital Goods / CAPEX,Research and development services 
Exiobase 2019,Purchased Goods and Services,"Wool, silk-worm cocoons"
Exiobase 2019,Capital Goods / CAPEX,"Wool, silk-worm cocoons"
Exiobase 2019,Purchased Goods and Services,Refinery Gas
Exiobase 2019,Capital Goods / CAPEX,Refinery Gas
Exiobase 2019,5.2 - Business loans and unlisted equity,Animal products nec
Exiobase 2019,Top-Down,Animal products nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Animal products nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,Top-Down,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of gas; distribution of gaseous fuels through mains
Exiobase 2019,Purchased Goods and Services,Paraffin Waxes
Exiobase 2019,Capital Goods / CAPEX,Paraffin Waxes
Exiobase 2019,Purchased Goods and Services,Petroleum Coke
Exiobase 2019,Capital Goods / CAPEX,Petroleum Coke
Exiobase 2019,5.2 - Business loans and unlisted equity,Recycling of waste and scrap
Exiobase 2019,Top-Down,Recycling of waste and scrap
Exiobase 2019,5.1 - Listed equity and corporate bonds,Recycling of waste and scrap
Exiobase 2019,Purchased Goods and Services,Transmission services of electricity
Exiobase 2019,Capital Goods / CAPEX,Transmission services of electricity
Exiobase 2019,Purchased Goods and Services,Aluminium and aluminium products
Exiobase 2019,Capital Goods / CAPEX,Aluminium and aluminium products
Exiobase 2019,Purchased Goods and Services,Copper products
Exiobase 2019,Capital Goods / CAPEX,Copper products
Exiobase 2019,Purchased Goods and Services,"Recreational, cultural and sporting services "
Exiobase 2019,Capital Goods / CAPEX,"Recreational, cultural and sporting services "
Exiobase 2019,Purchased Goods and Services,Ceramic goods
Exiobase 2019,Capital Goods / CAPEX,Ceramic goods
Exiobase 2019,Purchased Goods and Services,Plastic waste for treatment: landfill
Exiobase 2019,Capital Goods / CAPEX,Plastic waste for treatment: landfill
Exiobase 2019,Purchased Goods and Services,"Cement, lime and plaster"
Exiobase 2019,Capital Goods / CAPEX,"Cement, lime and plaster"
Exiobase 2019,Purchased Goods and Services,Heavy Fuel Oil
Exiobase 2019,Capital Goods / CAPEX,Heavy Fuel Oil
Exiobase 2019,Purchased Goods and Services,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,Capital Goods / CAPEX,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
Exiobase 2019,5.2 - Business loans and unlisted equity,Recycling of bottles by direct reuse
Exiobase 2019,Top-Down,Recycling of bottles by direct reuse
Exiobase 2019,5.1 - Listed equity and corporate bonds,Recycling of bottles by direct reuse
Exiobase 2019,5.2 - Business loans and unlisted equity,Processing vegetable oils and fats
Exiobase 2019,Top-Down,Processing vegetable oils and fats
Exiobase 2019,5.1 - Listed equity and corporate bonds,Processing vegetable oils and fats
Exiobase 2019,Purchased Goods and Services,Food waste for treatment: waste water treatment
Exiobase 2019,Capital Goods / CAPEX,Food waste for treatment: waste water treatment
Exiobase 2019,Purchased Goods and Services,Wood and products of wood and cork 
Exiobase 2019,Capital Goods / CAPEX,Wood and products of wood and cork 
Exiobase 2019,5.2 - Business loans and unlisted equity,Manufacture of fish products
Exiobase 2019,Top-Down,Manufacture of fish products
Exiobase 2019,5.1 - Listed equity and corporate bonds,Manufacture of fish products
Exiobase 2019,5.2 - Business loans and unlisted equity,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,Top-Down,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,5.1 - Listed equity and corporate bonds,Landfill of waste: Inert/metal/hazardous
Exiobase 2019,5.2 - Business loans and unlisted equity,"Lead, zinc and tin production"
Exiobase 2019,Top-Down,"Lead, zinc and tin production"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Lead, zinc and tin production"
Exiobase 2019,5.2 - Business loans and unlisted equity,Chemicals nec
Exiobase 2019,Top-Down,Chemicals nec
Exiobase 2019,5.1 - Listed equity and corporate bonds,Chemicals nec
Exiobase 2019,5.2 - Business loans and unlisted equity,Transport via pipelines
Exiobase 2019,Top-Down,Transport via pipelines
Exiobase 2019,5.1 - Listed equity and corporate bonds,Transport via pipelines
Exiobase 2019,Purchased Goods and Services,Other business services 
Exiobase 2019,Capital Goods / CAPEX,Other business services 
Exiobase 2019,Purchased Goods and Services,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Capital Goods / CAPEX,"Natural gas and services related to natural gas extraction, excluding surveying"
Exiobase 2019,Purchased Goods and Services,Electrical machinery and apparatus n.e.c. 
Exiobase 2019,Capital Goods / CAPEX,Electrical machinery and apparatus n.e.c. 
Exiobase 2019,Purchased Goods and Services,"Lead, zinc and tin ores and concentrates"
Exiobase 2019,Capital Goods / CAPEX,"Lead, zinc and tin ores and concentrates"
Exiobase 2019,Purchased Goods and Services,BKB/Peat Briquettes
Exiobase 2019,Capital Goods / CAPEX,BKB/Peat Briquettes
Exiobase 2019,5.2 - Business loans and unlisted equity,Distribution and trade of electricity
Exiobase 2019,Top-Down,Distribution and trade of electricity
Exiobase 2019,5.1 - Listed equity and corporate bonds,Distribution and trade of electricity
Exiobase 2019,Purchased Goods and Services,Fish products
Exiobase 2019,Capital Goods / CAPEX,Fish products
Exiobase 2019,Purchased Goods and Services,Products of meat pigs
Exiobase 2019,Capital Goods / CAPEX,Products of meat pigs
Exiobase 2019,5.2 - Business loans and unlisted equity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
Exiobase 2019,Top-Down,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
Exiobase 2019,5.2 - Business loans and unlisted equity,"Waste water treatment, food"
Exiobase 2019,Top-Down,"Waste water treatment, food"
Exiobase 2019,5.1 - Listed equity and corporate bonds,"Waste water treatment, food"
Exiobase 2019,Purchased Goods and Services,White Spirit & SBP
Exiobase 2019,Capital Goods / CAPEX,White Spirit & SBP
Exiobase 2019,5.2 - Business loans and unlisted equity,Casting of metals
Exiobase 2019,Top-Down,Casting of metals
Exiobase 2019,5.1 - Listed equity and corporate bonds,Casting of metals
Exiobase 2019,Purchased Goods and Services,Inland water transportation services
Exiobase 2019,Employee Commuting,Inland water transportation services
Exiobase 2019,Upstream Transportation and Distribution,Inland water transportation services
Exiobase 2019,Capital Goods / CAPEX,Inland water transportation services
Exiobase 2019,Downstream Transportation and Distribution,Inland water transportation services
Exiobase 2019,Business Travel,Inland water transportation services
Exiobase 2019,Purchased Goods and Services,"Cement, lime and plaster"
